Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	Y:\MS-data\2025\Jesus\dox\A1_20250325224911.mzML	Y:\MS-data\2025\Jesus\dox\A2.mzML	Y:\MS-data\2025\Jesus\dox\A3.mzML	Y:\MS-data\2025\Jesus\dox\A4.mzML	Y:\MS-data\2025\Jesus\dox\A5.mzML	Y:\MS-data\2025\Jesus\dox\B1.mzML	Y:\MS-data\2025\Jesus\dox\B2.mzML	Y:\MS-data\2025\Jesus\dox\B3.mzML	Y:\MS-data\2025\Jesus\dox\B4.mzML	Y:\MS-data\2025\Jesus\dox\B5.mzML	Y:\MS-data\2025\Jesus\dox\C1.mzML	Y:\MS-data\2025\Jesus\dox\C2.mzML	Y:\MS-data\2025\Jesus\dox\C3.mzML	Y:\MS-data\2025\Jesus\dox\C4.mzML	Y:\MS-data\2025\Jesus\dox\C5.mzML	Y:\MS-data\2025\Jesus\dox\D1.mzML	Y:\MS-data\2025\Jesus\dox\D2.mzML	Y:\MS-data\2025\Jesus\dox\D3.mzML	Y:\MS-data\2025\Jesus\dox\D4.mzML	Y:\MS-data\2025\Jesus\dox\D5.mzML	Y:\MS-data\2025\Jesus\dox\E1.mzML	Y:\MS-data\2025\Jesus\dox\E2.mzML	Y:\MS-data\2025\Jesus\dox\E3.mzML	Y:\MS-data\2025\Jesus\dox\E5.mzML	Y:\MS-data\2025\Jesus\dox\F1_20250325184234.mzML	Y:\MS-data\2025\Jesus\dox\F2.mzML	Y:\MS-data\2025\Jesus\dox\F3.mzML	Y:\MS-data\2025\Jesus\dox\F4.mzML	Y:\MS-data\2025\Jesus\dox\F5.mzML	Y:\MS-data\2025\Jesus\dox\G1.mzML	Y:\MS-data\2025\Jesus\dox\G2.mzML	Y:\MS-data\2025\Jesus\dox\G3.mzML	Y:\MS-data\2025\Jesus\dox\G4.mzML	Y:\MS-data\2025\Jesus\dox\G5.mzML	Y:\MS-data\2025\Jesus\dox\H1.mzML	Y:\MS-data\2025\Jesus\dox\H2.mzML	Y:\MS-data\2025\Jesus\dox\H3.mzML	Y:\MS-data\2025\Jesus\dox\H4.mzML	Y:\MS-data\2025\Jesus\dox\H5.mzML
P51003	PAPOA_HUMAN	PAPOLA	Poly(A) polymerase alpha	31	22	1.93974e+06	1.62024e+06	1.86302e+06	2.16754e+06	1.36477e+06	1.49924e+06	1.52459e+06	1.41328e+06	1.62224e+06	1.56592e+06	1.50611e+06	1.79238e+06	1.57076e+06		1.58854e+06	1.41388e+06	1.38401e+06	1.30558e+06	1.41806e+06	1.31151e+06	1.13832e+06	1.13287e+06	986253	1.13254e+06	1.1011e+06	1.06099e+06	1.00476e+06		876572	983878	1.03703e+06	1.06717e+06	926774	864662	1.03926e+06	952887	1.14634e+06	908888	1.13028e+06
P51114	FXR1_HUMAN	FXR1	RNA-binding protein FXR1	23	20	9.60275e+06	1.06074e+07	1.14862e+07	1.17558e+07	1.18445e+07	9.925e+06	1.16049e+07	1.18633e+07	1.32763e+07	1.3076e+07	9.83036e+06	1.18259e+07	1.1341e+07	6.97713e+06	1.20035e+07	1.01498e+07	1.00733e+07	1.01542e+07	1.1406e+07	8.9914e+06	8.52781e+06	9.78923e+06	9.24116e+06	9.27013e+06	1.00255e+07	1.00228e+07	9.53821e+06	5.51721e+06	7.00103e+06	9.14529e+06	9.50133e+06	8.90108e+06	9.48744e+06	8.77476e+06	9.75213e+06	9.58303e+06	1.01368e+07	9.44106e+06	9.60283e+06
P51116	FXR2_HUMAN	FXR2	RNA-binding protein FXR2	23	23	2.8692e+06	3.50268e+06	2.90382e+06	2.81375e+06	4.2579e+06	3.75048e+06	4.00841e+06	4.078e+06	3.98326e+06	3.74587e+06	3.69416e+06	3.82034e+06	4.0979e+06	3.26652e+06	4.05637e+06	3.73896e+06	3.88318e+06	3.88092e+06	4.05721e+06	3.57088e+06	3.95163e+06	4.59107e+06	4.22407e+06	4.29789e+06	4.1807e+06	4.53429e+06	4.44685e+06	2.32175e+06	3.08406e+06	4.35202e+06	4.40935e+06	4.04426e+06	4.68412e+06	4.11585e+06	4.51579e+06	4.64988e+06	4.25112e+06	4.00463e+06	4.25394e+06
P51148	RAB5C_HUMAN	RAB5C	Ras-related protein Rab-5C	11	8	4.00269e+07	4.6e+07	3.29696e+07	3.73349e+07	4.44824e+07	4.56863e+07	4.57095e+07	4.17795e+07	4.30507e+07	4.06805e+07	4.57767e+07	4.4356e+07	4.52217e+07	7.1373e+07	4.44996e+07	4.63513e+07	4.63502e+07	4.82136e+07	4.61154e+07	5.11618e+07	4.95226e+07	5.30161e+07	4.6655e+07	5.43252e+07	4.64724e+07	4.61558e+07	4.93469e+07	1.03504e+08	5.24787e+07	4.76476e+07	4.77463e+07	4.57842e+07	5.16022e+07	4.79942e+07	4.89137e+07	5.00698e+07	5.33101e+07	5.01354e+07	4.70042e+07
P51149	RAB7A_HUMAN	RAB7A	Ras-related protein Rab-7a	14	14	3.91181e+07	4.26174e+07	2.97618e+07	4.38576e+07	3.67084e+07	3.7519e+07	4.00775e+07	2.82174e+07	3.11135e+07	3.34185e+07	4.44086e+07	3.79734e+07	3.12926e+07	6.68173e+07	3.50814e+07	4.32182e+07	4.03136e+07	4.22126e+07	3.36046e+07	4.32267e+07	4.54934e+07	4.137e+07	3.91808e+07	4.59859e+07	3.89911e+07	3.9708e+07	3.8789e+07	1.28959e+08	5.58943e+07	4.25789e+07	3.75234e+07	3.73148e+07	4.26278e+07	4.01889e+07	3.91472e+07	4.19788e+07	4.52075e+07	6.76067e+07	4.79413e+07
P51151	RAB9A_HUMAN	RAB9A	Ras-related protein Rab-9A	8	6	4.16703e+06	3.77042e+06	3.27836e+06	4.44074e+06	3.09865e+06	3.45209e+06	3.21636e+06	3.16045e+06	3.47964e+06	3.41163e+06	3.20064e+06	3.34115e+06	3.3824e+06	2.27912e+06	3.5408e+06	3.35026e+06	3.1921e+06	3.03398e+06	3.42725e+06	3.58845e+06	2.79758e+06	2.5232e+06	2.56215e+06	3.26584e+06	2.82164e+06	2.50635e+06	2.19441e+06	3.82445e+06	2.77371e+06	1.81412e+06	2.26985e+06	2.25736e+06	2.3236e+06	2.49724e+06	2.29402e+06	2.234e+06	2.69803e+06	3.23866e+06	2.89615e+06
P51153	RAB13_HUMAN	RAB13	Ras-related protein Rab-13	6	6	4.23761e+06	3.58332e+06	5.19778e+06	2.93398e+06	1.74981e+06	2.34971e+06	2.39534e+06	2.15246e+06	3.02555e+06	4.46382e+06	2.01526e+06	4.7373e+06	2.72082e+06		2.82445e+06	2.36153e+06	2.03359e+06	2.12508e+06	2.93606e+06	1.48275e+06	603749	417896	422379	788011	481937	401792	231442	1.03029e+06	424186	452605	382638	299760	323055	248488	175924		300135		687403
P51157	RAB28_HUMAN	RAB28	Ras-related protein Rab-28	3	3	711804	1.33708e+06	1.21986e+06	991389	1.26405e+06	1.56736e+06	1.34477e+06	1.48963e+06	1.18568e+06	1.02727e+06	1.60851e+06	1.47642e+06	1.28074e+06		1.25071e+06	1.22686e+06	1.39168e+06	1.31364e+06	1.89528e+06	1.13532e+06	580492	627973	689256	884189	787775	632193			479340	621505	1.00124e+06	724846	637473	452993	700896	654301	748244	1.15167e+06	590387
P51159	RB27A_HUMAN	RAB27A	Ras-related protein Rab-27A	3	3	143031		118666						98219.1	104053		152379																				37282.5							
P51161	FABP6_HUMAN	FABP6	Gastrotropin	8	8	237434	306662	167581		768477	535255	671100	575553	532332	441586	582216	456048	655907	559828	747083	623759	985320	883753	672908	553996	1.37698e+06	2.04236e+06	1.3708e+06	2.0504e+06	1.74409e+06	1.74125e+06	1.66995e+06	2.1322e+06	1.80663e+06	1.85766e+06	1.82215e+06	1.54551e+06	1.43151e+06	1.85712e+06	1.96446e+06	1.78926e+06	1.96768e+06	1.14589e+06	1.93463e+06
P51178	PLCD1_HUMAN	PLCD1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1	19	19	1.90422e+06	2.13026e+06	1.66416e+06	2.05782e+06	1.7429e+06	1.74624e+06	1.64103e+06	1.87326e+06	1.85292e+06	1.56359e+06	1.75927e+06	1.95427e+06	1.91885e+06		1.90433e+06	1.50985e+06	1.56548e+06	1.44293e+06	1.62725e+06	1.40115e+06	2.09337e+06	1.9967e+06	2.07152e+06	2.02948e+06	1.61674e+06	1.81039e+06	1.99162e+06	2.53435e+06	1.53239e+06	1.88287e+06	1.82865e+06	1.93911e+06	2.48046e+06	2.10102e+06	1.47382e+06	1.68373e+06	1.59247e+06	1.67425e+06	1.55922e+06
P51397	DAP1_HUMAN	DAP	Death-associated protein 1	3	3	739276	521546	746631	523276	349599	447297	497941	461724	465884	545256	446260	676818	517736		413228	426107	486142	373191	396104	327042	284079	323374	277533	271540	211096	229025	278562	333957	176934	182193	190866	263427	168853	180070	232208	222608	267209	165300	242040
P51398	RT29_HUMAN	DAP3	Small ribosomal subunit protein mS29	15	15	3.76321e+06	3.2678e+06	3.1794e+06	3.88802e+06	2.8816e+06	2.90792e+06	3.11928e+06	3.10165e+06	3.1163e+06	3.15885e+06	2.9838e+06	3.54536e+06	3.23696e+06	3.31101e+06	2.97334e+06	3.20079e+06	3.06865e+06	3.07635e+06	3.20597e+06	2.83068e+06	3.59875e+06	3.97055e+06	3.57331e+06	3.21901e+06	3.62388e+06	3.8154e+06	3.92961e+06	2.45332e+06	3.1702e+06	3.78803e+06	3.77747e+06	3.74537e+06	4.1225e+06	3.83782e+06	3.63968e+06	3.91948e+06	3.94105e+06	5.07517e+06	3.74058e+06
P51452	DUS3_HUMAN	DUSP3	Dual specificity protein phosphatase 3	7	7	6.72041e+06	7.23877e+06	6.41315e+06	8.78529e+06	6.2274e+06	6.63699e+06	6.45975e+06	5.64178e+06	6.32804e+06	6.65427e+06	6.12754e+06	6.70771e+06	6.63371e+06	1.03649e+07	6.4115e+06	6.7235e+06	7.06254e+06	6.2566e+06	7.50891e+06	7.64333e+06	7.67307e+06	7.13473e+06	8.47792e+06	8.8768e+06	8.31348e+06	6.92649e+06	8.15886e+06	2.33541e+07	1.20424e+07	8.40005e+06	7.54343e+06	7.54652e+06	8.56156e+06	8.75888e+06	8.13085e+06	8.88384e+06	9.13466e+06	1.31265e+07	9.94738e+06
P51511	MMP15_HUMAN	MMP15	Matrix metalloproteinase-15	12	11	3.74905e+06	4.19489e+06	3.45817e+06	2.21254e+06	3.50848e+06	3.57129e+06	3.28003e+06	3.16946e+06	4.0748e+06	3.15704e+06	3.9845e+06	4.0548e+06	3.9319e+06		3.27758e+06	3.28722e+06	2.75521e+06	3.5103e+06	3.47535e+06	2.70283e+06	3.62643e+06	3.50009e+06	3.34443e+06	2.80708e+06	2.7013e+06	3.15533e+06	2.88943e+06	7.37202e+06	2.1755e+06	2.79134e+06	2.93993e+06	2.90082e+06	3.13761e+06	2.99266e+06	3.37295e+06	2.91133e+06	3.1087e+06	3.37617e+06	2.75976e+06
P51512	MMP16_HUMAN	MMP16	Matrix metalloproteinase-16	3	3			14189.2		18208.8	14416.3	13234.2	13311.7	14280.7	15120.6	19183	18162.5	20718.8		10500.2	9234.81	10980	13751.7	11952.1		12446.3	15796.5	12553.9	10655.4	13329	12274.4	12927	101617	15096.1	16778.8	18867.5	19585.7	9939.82	18285.8	22407.8	10720.9	21849.7	21746.8	13411.5
P51513	NOVA1_HUMAN	NOVA1	RNA-binding protein Nova-1	21	16	1.56905e+07	1.73621e+07	1.14559e+07	1.89391e+07	1.77403e+07	1.65773e+07	1.74297e+07	1.76641e+07	1.53618e+07	1.25992e+07	2.05126e+07	1.50872e+07	1.95574e+07	1.77136e+07	1.70009e+07	1.83333e+07	1.54024e+07	1.6081e+07	1.84101e+07	2.03918e+07	1.11613e+07	1.11924e+07	1.25101e+07	1.15641e+07	1.02744e+07	1.01781e+07	9.77119e+06	5.27932e+06	7.19419e+06	1.03878e+07	9.92854e+06	1.07806e+07	1.20216e+07	9.80184e+06	1.01529e+07	9.33581e+06	9.92181e+06	1.76974e+07	8.76464e+06
P51531	SMCA2_HUMAN	SMARCA2	Probable global transcription activator SNF2L2	14	14	2.72205e+06	3.01393e+06	3.49815e+06	3.25496e+06	2.4815e+06	2.5396e+06	2.8421e+06	2.28697e+06	2.96884e+06	2.97497e+06	2.39051e+06	3.57427e+06	2.71788e+06		2.62297e+06	2.23748e+06	2.02882e+06	1.96464e+06	2.27329e+06	2.34359e+06	1.05342e+06	1.04956e+06	1.24642e+06	1.15153e+06	989830	999126	1.08124e+06		761824	905586	1.01318e+06	820856	671896	707659	718872	883907	940018	737871	942050
P51532	SMCA4_HUMAN	SMARCA4	Transcription activator BRG1	52	35	6.15603e+06	7.28491e+06	6.0309e+06	7.12303e+06	7.01838e+06	7.42023e+06	7.31178e+06	6.97411e+06	7.08138e+06	6.76939e+06	7.36799e+06	7.24185e+06	7.08736e+06	6.93643e+06	7.15073e+06	6.78465e+06	6.39518e+06	6.67633e+06	7.1822e+06	6.39301e+06	6.46626e+06	6.83408e+06	6.51241e+06	6.49659e+06	6.8484e+06	6.39699e+06	6.33343e+06	3.56774e+06	5.12164e+06	6.12629e+06	6.39934e+06	6.44716e+06	6.6526e+06	5.60056e+06	6.48103e+06	6.20959e+06	6.37853e+06	5.43179e+06	6.0998e+06
P51553	IDH3G_HUMAN	IDH3G	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial	11	11	8.28439e+06	8.51555e+06	9.4939e+06	1.08458e+07	1.09716e+07	1.03442e+07	1.26338e+07	1.24993e+07	1.39543e+07	1.10601e+07	1.11017e+07	1.20267e+07	1.30281e+07	1.50324e+07	1.37517e+07	1.26326e+07	1.30478e+07	1.44812e+07	9.83295e+06	9.85297e+06	1.24291e+07	1.27486e+07	9.66812e+06	8.69763e+06	1.06522e+07	1.0389e+07	9.79662e+06	1.18929e+07	7.29654e+06	1.30883e+07	1.17653e+07	9.62759e+06	1.10107e+07	1.04849e+07	1.24839e+07	1.0248e+07	9.92028e+06	2.01135e+07	1.14816e+07
P51570	GALK1_HUMAN	GALK1	Galactokinase	15	15	2.30527e+06	2.25942e+06	2.15664e+06	2.6331e+06	1.78387e+06	1.69156e+06	1.81782e+06	1.67259e+06	1.9615e+06	1.92504e+06	1.74681e+06	2.07081e+06	1.81135e+06	1.51648e+06	1.73963e+06	1.81639e+06	1.78922e+06	1.6173e+06	1.78288e+06	1.76438e+06	1.39614e+06	1.39965e+06	1.29139e+06	1.26823e+06	1.31002e+06	1.36733e+06	1.43831e+06	2.2063e+06	1.53323e+06	1.19119e+06	1.17009e+06	1.17459e+06	1.4675e+06	1.19611e+06	1.37654e+06	1.46952e+06	1.61252e+06	1.27463e+06	1.53922e+06
P51571	SSRD_HUMAN	SSR4	Translocon-associated protein subunit delta	5	5	2.3143e+06	1.55253e+06	2.86725e+06	1.71837e+06	2.47481e+06	2.94575e+06	3.10598e+06	2.52683e+06	3.5849e+06	3.85644e+06	2.26497e+06	3.05316e+06	2.782e+06	2.67737e+06	3.23094e+06	2.36829e+06	2.97296e+06	3.03449e+06	2.15578e+06	1.64302e+06	1.70451e+06	1.9057e+06	1.66009e+06	1.35852e+06	4.56186e+06	4.76744e+06	3.81414e+06	4.79328e+06	2.79504e+06	3.98213e+06	4.16729e+06	3.59673e+06	3.33535e+06	3.8096e+06	3.88917e+06	4.2526e+06	3.97754e+06	4.69208e+06	2.70313e+06
P51572	BAP31_HUMAN	BCAP31	B-cell receptor-associated protein 31	16	16	1.778e+07	1.80684e+07	1.56729e+07	1.69027e+07	1.6414e+07	1.7794e+07	1.71378e+07	1.61583e+07	1.72676e+07	1.58242e+07	1.64675e+07	1.78714e+07	1.76965e+07	2.07684e+07	1.64567e+07	1.61454e+07	1.64891e+07	1.67568e+07	1.82277e+07	1.80753e+07	1.83602e+07	1.61504e+07	1.69119e+07	1.80213e+07	1.69019e+07	1.67758e+07	1.87748e+07	2.42691e+07	2.20408e+07	1.8721e+07	1.76393e+07	1.66368e+07	1.88732e+07	1.79416e+07	1.6708e+07	1.90541e+07	1.89939e+07	2.60346e+07	1.6961e+07
P51580	TPMT_HUMAN	TPMT	Thiopurine S-methyltransferase	11	11	1.74717e+06	1.69766e+06	1.35984e+06	1.56584e+06	1.26614e+06	1.35489e+06	1.3625e+06	1.40847e+06	1.52891e+06	1.27361e+06	1.44838e+06	1.45713e+06	1.5036e+06	1.1322e+06	1.5265e+06	1.24752e+06	1.25099e+06	1.37713e+06	1.07312e+06	1.25243e+06	870428	896878	955088	1.02484e+06	812800	763850	854812	1.13016e+06	872340	702242	799842	735195	709066	678094	776981	870343	912089	956043	816831
P51606	RENBP_HUMAN	RENBP	N-acylglucosamine 2-epimerase	4	4	786478	833840	626091	823071	546122	535020	527416	425547	567187	618557	472877	509452	671090		534323	589638	395984	420163	370121	622976	316193	281381	258496	239957	183404	297646	253797	347545	353470	311239	292362	248857	258535	207659	237261	194274	446350	723522	420762
P51608	MECP2_HUMAN	MECP2	Methyl-CpG-binding protein 2	20	20	1.10672e+06	1.51973e+06	920213	1.21649e+06	1.64374e+06	1.62908e+06	1.82007e+06	1.4325e+06	1.35474e+06	965537	1.88066e+06	1.37377e+06	2.05112e+06	1.36462e+06	1.69703e+06	1.81462e+06	1.80215e+06	1.95331e+06	1.75527e+06	1.97413e+06	2.04556e+06	2.79417e+06	2.39246e+06	2.41408e+06	2.61051e+06	2.64169e+06	2.39339e+06	1.70293e+06	1.19552e+06	2.71641e+06	2.48058e+06	2.73379e+06	2.90936e+06	2.12057e+06	3.13278e+06	2.67501e+06	2.89378e+06	2.84497e+06	2.33674e+06
P51610	HCFC1_HUMAN	HCFC1	Host cell factor 1	53	52	8.48724e+06	9.19982e+06	8.05095e+06	1.02105e+07	7.57527e+06	8.32555e+06	8.16024e+06	8.08511e+06	8.31779e+06	8.29323e+06	8.54769e+06	9.22848e+06	8.60693e+06	5.41461e+06	8.47026e+06	7.74266e+06	7.27154e+06	7.15022e+06	8.09333e+06	7.81776e+06	6.3936e+06	6.45135e+06	6.27304e+06	6.98429e+06	6.17639e+06	5.99888e+06	5.63955e+06	4.48426e+06	5.06273e+06	5.47385e+06	5.53607e+06	5.78294e+06	5.84371e+06	5.25554e+06	5.70735e+06	5.48996e+06	5.65525e+06	4.5268e+06	6.20646e+06
P51617	IRAK1_HUMAN	IRAK1	Interleukin-1 receptor-associated kinase 1	11	10	161621	129595	205358		196164	214703	196468	254817	231905	169492	233395	186182	192305		196721	210877	232888	209305	211966	273930	270399	274284	227694	186602	264477	267046	201862	274361	227640	272327	248080	209876	260382	193667	266965	226331	269461	292017	249199
P51648	AL3A2_HUMAN	ALDH3A2	Aldehyde dehydrogenase family 3 member A2	18	17	8.94162e+06	1.02395e+07	6.53451e+06	1.03152e+07	1.00823e+07	9.91744e+06	1.02472e+07	9.85243e+06	1.01466e+07	8.95315e+06	9.4726e+06	8.78719e+06	9.55523e+06	9.58383e+06	9.91686e+06	9.79027e+06	1.06595e+07	9.9367e+06	9.63039e+06	1.1189e+07	9.86461e+06	9.71225e+06	9.64505e+06	1.09817e+07	1.11275e+07	1.09247e+07	1.04903e+07	8.51551e+06	1.19445e+07	1.1466e+07	1.07154e+07	9.67054e+06	1.11362e+07	1.04833e+07	1.08969e+07	1.10087e+07	1.20416e+07	1.13613e+07	1.24266e+07
P51649	SSDH_HUMAN	ALDH5A1	Succinate-semialdehyde dehydrogenase, mitochondrial	20	20	3.04491e+07	3.51712e+07	1.93598e+07	2.29708e+07	3.60079e+07	3.22547e+07	3.37797e+07	3.59673e+07	3.38019e+07	2.5814e+07	3.78776e+07	2.97877e+07	4.01634e+07	3.52799e+07	3.55277e+07	4.00527e+07	3.47661e+07	3.61338e+07	3.6616e+07	4.30151e+07	3.85731e+07	3.95989e+07	4.29097e+07	3.57595e+07	3.58821e+07	3.83622e+07	3.76578e+07	3.09402e+07	4.14907e+07	3.97149e+07	3.71623e+07	3.82606e+07	4.47656e+07	3.8228e+07	3.82671e+07	3.74091e+07	4.04211e+07	5.89738e+07	3.74428e+07
P51654	GPC3_HUMAN	GPC3	Glypican-3	2	2	114996	115091	138177	173201	122439	133284	128111	118377	131705	124334	176632	155029	117618		94040.1	99899.8	186888	106210	121604	75522.5		81271.1	98130.5	91047.2	97707.4	69850.3	81369.7	1.97039e+06	169460	92202.7		67334.9	89504.5	78257.1	104936		80963.6	243483	77459.7
P51659	DHB4_HUMAN	HSD17B4	Peroxisomal multifunctional enzyme type 2	33	33	1.29252e+07	1.3777e+07	1.45969e+07	1.74826e+07	1.17108e+07	1.23694e+07	1.26641e+07	1.17798e+07	1.39311e+07	1.43066e+07	1.12754e+07	1.42704e+07	1.25767e+07	1.38801e+07	1.31509e+07	1.19379e+07	1.14054e+07	1.16167e+07	1.17657e+07	1.04415e+07	8.30732e+06	8.01922e+06	8.12167e+06	8.1994e+06	8.27839e+06	8.68912e+06	8.16132e+06	6.65833e+06	6.65945e+06	7.58324e+06	8.06882e+06	7.198e+06	8.19777e+06	7.50666e+06	7.12778e+06	7.5917e+06	7.62241e+06	8.23709e+06	7.79638e+06
P51665	PSMD7_HUMAN	PSMD7	26S proteasome non-ATPase regulatory subunit 7	12	12	1.48536e+07	1.66978e+07	1.43512e+07	1.35639e+07	1.61294e+07	1.59532e+07	1.68723e+07	1.57188e+07	1.67558e+07	1.62413e+07	1.61483e+07	1.69191e+07	1.64153e+07	2.04778e+07	1.58796e+07	1.52557e+07	1.55761e+07	1.52844e+07	1.68292e+07	1.61554e+07	1.63363e+07	1.68944e+07	1.64647e+07	1.7233e+07	1.76729e+07	1.7281e+07	1.62263e+07	2.90115e+07	1.63337e+07	1.58147e+07	1.60131e+07	1.62271e+07	1.90452e+07	1.60493e+07	1.51558e+07	1.5959e+07	1.5063e+07	1.59434e+07	1.40697e+07
P51668	UB2D1_HUMAN	UBE2D1	Ubiquitin-conjugating enzyme E2 D1	2	1	1.05274e+07	9.20438e+06	6.9419e+06	2.96618e+06	8.09266e+06	9.66285e+06	9.07018e+06	9.82516e+06	8.99735e+06	9.95177e+06	1.01955e+07	1.0624e+07	1.00106e+07	1.46426e+07	8.70934e+06	1.01773e+07	9.69104e+06	9.46242e+06	9.85024e+06	1.11131e+07	9.44351e+06	9.01113e+06	8.94033e+06	8.32483e+06	8.4955e+06	7.68635e+06	8.03732e+06	7.18237e+06	8.60589e+06	7.29617e+06	7.65306e+06	7.7739e+06	7.99251e+06	7.566e+06	6.08689e+06	7.49833e+06	6.9488e+06	7.45676e+06	4.49174e+06
P51674	GPM6A_HUMAN	GPM6A	Neuronal membrane glycoprotein M6-a	6	5	1.04122e+07	1.12423e+07	5.7906e+06	1.05225e+07	1.28912e+07	1.2682e+07	1.18017e+07	9.90015e+06	1.01223e+07	6.62052e+06	1.59226e+07	9.63847e+06	1.23338e+07	8.03749e+06	1.16442e+07	1.54711e+07	1.31548e+07	1.26919e+07	1.16542e+07	1.96019e+07	7.5529e+06	5.6848e+06	6.77637e+06	1.03573e+07	3.90909e+06	3.97955e+06	3.28517e+06	4.54184e+07	5.80686e+06	5.48489e+06	4.5343e+06	4.70743e+06	4.72057e+06	6.08964e+06	4.16006e+06	4.06509e+06	5.46688e+06	5.56528e+06	6.05319e+06
P51687	SUOX_HUMAN	SUOX	Sulfite oxidase, mitochondrial	10	10	1.15773e+06	1.5402e+06	1.1777e+06	1.57554e+06	1.05625e+06	1.05639e+06	1.09665e+06	673423	942870	1.35507e+06	1.35243e+06	1.16334e+06	905759		1.10971e+06	1.23143e+06	866960	1.51229e+06	978317	1.19302e+06	1.71971e+06	1.52414e+06	1.41831e+06	1.32262e+06	1.59086e+06	1.44966e+06	1.42729e+06	1.38616e+06	1.84491e+06	1.52991e+06	1.23484e+06	1.44449e+06	1.03146e+06	1.57703e+06	1.72626e+06	1.67586e+06	2.09646e+06	2.43382e+06	2.34353e+06
P51688	SPHM_HUMAN	SGSH	N-sulphoglucosamine sulphohydrolase	8	8	889927	1.41435e+06	960575	1.43227e+06	693049	845355	1.00667e+06	484643	641099	993720	899411	1.17236e+06	580114		763630	1.0064e+06	671252	963820	532953	548858	576280	594230	509250	418343	690900	580841	529564		572171	692881	507254	507037	774073	436926	535566	568834	577475	592013	534303
P51692	STA5B_HUMAN	STAT5B	Signal transducer and activator of transcription 5B	6	6	100568	130878	130668		193530	118837	141807	111183	212240	202501	72207.4	158238	139787		210944	133371	161947	137643	127008	164050	114575	134762	140726	105872	102556	129816	152200	115592	140234	135332	122414	133890	124206	133932	154225	94355.8	137558	117576	139960
P51693	APLP1_HUMAN	APLP1	Amyloid beta precursor like protein 1	19	19	1.11301e+06	1.22893e+06	808982	962072	2.15447e+06	1.74642e+06	1.8149e+06	1.67017e+06	1.49484e+06	1.05493e+06	2.08988e+06	1.44144e+06	1.732e+06	1.46567e+06	1.47003e+06	1.92608e+06	2.21859e+06	2.32367e+06	1.95879e+06	2.07204e+06	3.38232e+06	3.61804e+06	3.05154e+06	2.75517e+06	2.658e+06	2.96504e+06	3.06333e+06	6.4498e+06	3.34987e+06	3.26478e+06	3.10026e+06	3.02398e+06	3.22489e+06	3.12326e+06	3.21313e+06	3.37597e+06	3.28619e+06	3.57692e+06	2.54797e+06
P51784	UBP11_HUMAN	USP11	Ubiquitin carboxyl-terminal hydrolase 11	30	29	2.17901e+06	2.35798e+06	1.92715e+06	2.39465e+06	2.51354e+06	2.1976e+06	2.31036e+06	2.21719e+06	2.33318e+06	1.88702e+06	2.52079e+06	2.36234e+06	2.42885e+06	1.73451e+06	2.55705e+06	2.24427e+06	2.69148e+06	2.43486e+06	2.22311e+06	2.26019e+06	1.72953e+06	1.93083e+06	1.67979e+06	1.65408e+06	1.65601e+06	1.7019e+06	1.60566e+06	1.55635e+06	1.19193e+06	1.77343e+06	1.79795e+06	1.5645e+06	1.53896e+06	1.59725e+06	1.66038e+06	1.69401e+06	1.87713e+06	2.19886e+06	1.72054e+06
P51790	CLCN3_HUMAN	CLCN3	H(+)/Cl(-) exchange transporter 3	16	12	1.33927e+06	1.39381e+06	936394	1.06638e+06	1.44691e+06	1.41167e+06	1.6338e+06	1.46922e+06	1.37382e+06	1.151e+06	1.44524e+06	1.38336e+06	1.50119e+06		1.47584e+06	1.47333e+06	1.55352e+06	1.56563e+06	1.59679e+06	1.50421e+06	1.9056e+06	1.98563e+06	1.8446e+06	1.64421e+06	1.57709e+06	1.9001e+06	1.8255e+06	2.13158e+06	1.6108e+06	1.70938e+06	1.76761e+06	1.66561e+06	1.8868e+06	1.44384e+06	1.65731e+06	1.71285e+06	1.89666e+06	2.00035e+06	1.74138e+06
P51793	CLCN4_HUMAN	CLCN4	H(+)/Cl(-) exchange transporter 4	6	5	922860	1.12803e+06	605249	785774	1.57435e+06	1.44095e+06	1.52259e+06	1.3228e+06	1.4624e+06	690557	1.45488e+06	1.22622e+06	1.40813e+06		1.44368e+06	1.55795e+06	1.69573e+06	1.63282e+06	1.41196e+06	1.54685e+06	2.19838e+06	2.1635e+06	1.61065e+06	1.81339e+06	1.68274e+06	1.62972e+06	1.89356e+06	2.34506e+06	1.44838e+06	1.64889e+06	1.67485e+06	1.37166e+06	1.84436e+06	1.57724e+06	1.80842e+06	1.61644e+06	1.99354e+06	2.0711e+06	1.47505e+06
P51795	CLCN5_HUMAN	CLCN5	H(+)/Cl(-) exchange transporter 5	5	5	290517	324734	448781		510274	446085	530470	430979	361470	349832	396184	486819	460450		438006	542321	496678	562435	438061	626132	635383	625271	494241	547950	633741	751940	660978	612996	489830	710794	484461	656392	596457	713212	613672	680852	736844	865816	556968
